Sentence,Label
"Westa takve stvari ne zanimaju jer zna da od njih ne bi imao nikakve koristi, i zato mi je tako prokleto drago što smo dobili priču koja je dovoljno zanimljiva, i koja nam je upravo kroz već spomenutu jednostavnost dala drugačiji pogled i način na koji gledamo glavni lik.",0
To možda i nije bilo toliko bitno u nekim prethodnim filmovima kada smo većinom pratili teenagere za koje nas nije bilo briga.,1
"Dakle, ako nakon ""Ralja"" niste nikada gledali na plivanje istim očima, a siguran sam da niste, onda budite uvjereni kako nakon gledanja ovog filma više nikada nećete oblake doživjeti na isti način.",0
"Jer Alcala nije izmicao pravdi zato što je nešto posebno inteligentan i briljantan, već jer je tadašnje društvo svojim ponašanjem neposredno u mnogočemu i bilo na njegovoj strani.",1
"Pa tako vrlo lako mogu zamisliti kako svojoj majci, a koja ne može vidjeti kap krvi na filmu, pokazujem prvih tridesetak minuta filma, gdje bi ona bez problema cmizdrila nad Kramerovom sudbinom kao da je u pitanju neki Ezel iz turske sapunice kojeg je prevarila cura.",1
Film se tako u potpunosti može staviti u kontekst ljudske prirode.,0
"Događaji se kreću linearno, jedan za drugim, pa čak i oni koji se izgube u najjednostavnijim filmovima ovdje ne bi trebali imati problema s praćenjem radnje.",0
"U prvim redateljevim planovima Ellen je trebala interpretirati Anya Taylor-Joy s kojom je Eggers ranije surađivao nije se dogodilo, ali Ellen je postala Lily-Rose Depp.",1
"Taj osećaj dramatične ironije nam pruža dosta neizvesnosti dok čekamo neizbežno, a pritom ćemo nesvesno pokušavati da rešimo misteriju kako je mesto zločina završilo na taj način dok gledamo kako se sami zločini odvijaju.",1
Dobar.,1
"Pa iako sam već bio upoznat s radom ovog talentiranog redatelja, moram priznati kako nisam imao neka posebna očekivanja uoči gledanja ""X"", pa možda i u tome leži moje oduševljenje tim filmom.",1
Na otoku ih dočeka Elsa (Hong Chau) i pokazuje im militantne uvjete u kojima kuhari žive kako bi im mogli poslužiti večeru.,1
Na vama je izbor.,0
E to je za mene bila misterija.,1
"Ovi redatelji su toliko uvrnuti, ali jednako toliko i uvjerljivi da je priča zadnja stvar koju ćete imati vremena pratiti.",1
"The Menu je jedan od onih filmova u koji je najbolje uroniti sa što je manje moguće informacija o onome što će se dogoditi, a film je to koji u više navrata prelazi granice dobrog ukusa.",0
"Šetnja šumom s glavnom protagonisticom taj osjećaj još više pojačava, posebice kada redatelj stavlja fokus na detalje, koji uz suptilni pokret kamere polako, ali sigurno pojačava rast tenzije, straha i paranoje.",1
Ono što također cijenim kod ovog filma svakako su glavni likovi.,0
"Budući da njegov treći uradak ""The Northman"" koji predstavlja žanrovski odmak prema vikinškom epu smatram ozbiljnim podbačajem u njegovoj filmografiji, zadovoljstvo mi je ustvrditi da se Eggers sa svojom vizijom ""Nosferatua"" vraća na trag pogodaka i donosi nam bez premca najbolji film strave 2024. i ostvarenje koje kvalitetom nadmašuje mnoge naslove koji se, za razliku od njega, spominju kao glavni favoriti u utrci za Oscare.",0
"Tada dolazi i do postepenog otkrivanja straha, a koji nas, čak i kada znamo da dolazi, svejedno uspije iznenaditi.",0
"Ono što ovaj film čini vrijednim gledanja prije svega je izvanredna studija karaktera za koju nikako nisam bio spreman, ponajviše kroz samu najavu filma koja ničim nije odavala takav pristup filmu.",1
"Jedan od takvih je prizor Houlta na raskrižju, a ako sada niste upućeni u to o čemu pričam, uskoro ćete svakako biti.",1
"Za sve fanove filma â€˜Fantomska nitâ€™, vjerujem da će razveseliti vijest kako je â€˜trovačicaâ€™ Vicky Krieps ovdje u ulozi majke također ostvarila jako solidnu rolu.",1
Ljudi su takvi.,1
"Miller i dalje radi sjajan posao u režiranju akcijskih sekvenci, pogotovo jedne dugačke koja se odvija na Fury Roadu, pa na taj način ponovo poteže za materijalom koji je prethodni naslov učinio toliko dobrim.",0
"Od prvih minuta gledatelju je jasna cijela slika, ali filmsko izlaganje gradi se na suspenseu iz prostora između rasprave porotnika koji su zakonski dužni odraditi svoju obvezu iako nemaju želje ni volje biti dijelom suđenja i porotniku odgovornom za smrt djevojke.",1
Na trenutke se ipak pitamo je li Eastwood kao redatelj nesvjestan pretjerivanja u scenariju Jonathana Abramsa punom bizarnosti ili banaliziranih postupaka različitih likova u korist razrade priče i hitchcockijanskog suspensea?,2
"Prije svega, redatelj Kevin Greutert (koji prethodno potpisuje šesti, jedan od bolje ocijenjenih nastavaka franšize) i scenaristički par koji čine Josh Stolberg i Peter Goldfinger, odlučili su se za povratak korijenima, odnosno elementu koji je izvorne filmove činio boljima, a to je Jigsaw glavom i bradom te njegov originarlni tumač Tobin Bell.",0
Njegov talent jednako je neosporan kao i činjenica da su teze o njegovoj genijalnosti napuhane poput onih plešućih čovjekolikih figura (zovu ih tube men ili skydancers) koje protagonisti njegovog posljednjeg filma koriste u lovu na vanzemaljce.,1
"No kako sam ""Porotnik broj 2"" na Maxu gledao plitkoga daha sa stalnim osjećajem iščekivanja, predviđanja, ali grčevite tjeskobe vrteći si različite rukavce u odlučivanju u takvom slučaju, odlučio sam prihvatiti smjer ovog filma kao tropa.",1
"Danas kada svi vjerujemo da živimo u racionalnom, uređenom svijetu, natprirodno se uvijek suočava sa skepsom.",1
A i to dovoljno govori o početnom dojmu.,1
"No, valja podsjetiti kako kratki period između izlaska originalnog i remake filma nije baš tolika rijetkost.",1
"Iza pseudonima Joe Hill skriva se  Joseph Hillstrom King sin Stephena Kinga. U radnji ""Crnog telefona"" redatelj i scenarist filma prepoznao je detalje iz vlastitog djetinjstva.",1
"Glazba je u tom smislu također bitna, jer kroz nju vidimo i čujemo ne samo sav taj prostor u kojem se lik nalazi već i osjećamo njegova unutarnja razmišljanja.",0
" Iako je film u velikoj mjeri snimljen na samo jednoj lokaciji, gledatelj ima dojam kako da postoji više različitih opasnosti koje dolaze s nepoznatih mjesta, što kao posljedicu stvara dodatni rast tenzije.",1
"Nakon ""Vještice"" Eggers je skrenuo pažnju na svoj redateljski izričaj i krenuo je u nove projekte.",0
"Dakle, ne postoji neka druga moralna vertikala, odnosno lik koji bi bio neka vrsta protuteže.",1
"Premda se, naravno, i drugi likovi pojavljuju tijekom filma, Blijedoplavo oko najveće težište stavlja na odnos između Landora i Poea, pa su najbolje interakcije između likova namijenjene upravo njima dvojici.",1
Fiennes je na veliki ekran uspio prenijeti unutarnje borbe svog lika s takvom uvjerljivošću da nije bilo nikakvo iznenađenje kada je nominiran za Oscara.,1
"I dok se u ""Vještici"" takozvana ""Faustovska pogodba"" događa u samom klimaksu, ovdje je vidimo u samom početku sna, i to u izvedbi izvrsne Lilly Rose Depp.",0
"Također, taj naš intiman odnos djeluje iskreno, i to ponajviše kroz izbor redatelja da te različite stadije prikaže kroz upotrebu boja, a koje na najbolji mogući način prikazuju njeno stanje u određenom momentu.",1
"Garland kao režiser ima taj poriv za agresivnošću ideja koje želi prezentirati kroz film, što je, uostalom, i pokazao ponajviše kroz ""Ex Machinu"".",1
Je li moguće da će kardinal iz najmanje kršćanske zemlje postati papa?,1
Jezgra ovog filma bez ikakve sumnje su Anya Taylor-Joy i Ralph Fiennes.,1
"No razmišljajući o njemu, naknadno sam shvatio odakle tolika popularnost.",1
"Tijekom uvodne i završne špice, ja osobno nisam mogao vidjeti nikakve korisne informacije jer su gotovo sve bile na korejskom jeziku.",2
"Odmah na ulazu konobarica im nudi koktel dobrodošlice, a njihova djeca trčkaraju plažom i razgovaraju s drugim gostima.",1
"Riječ je, dakako, o Feydu-Rauthu kojeg je utjelovio neprepoznatljivi Austin Butler.",1
"Ali vidio sam da postoji prilično veliki tim za vizualne efekte, što je bilo razumljivo s nekim CGI-jem koji prikazuje stanje posljedica u Južnoj Koreji nakon potresa plus akcijsku sekvencu.",1
"Boravak na plaži, brzo starenje likova (s obzirom na različitu dob protagonista ubrzano starenje ima različite posljedice) i odnosi između njih zapravo je redateljev presjek ljudskog života.",1
"Sat otkucava, a Rose polako počinje gubiti razum i preostaje joj sve manje vremena jer smiješak je sve bliže.",2
"Na njegovu nesreću on promašuje metu, prvi put u karijeri, što otpočinje daljnju radnju.",1
"Tada dolazimo i do savršene prezentacije glavnog lika u drugačijem periodu njenog života, a što stvara idealnu podlogu za sve ono što smo gledali u ""X"".",0
"Taj dojam se sve više pojačava s odmakom vremena, i zato se nemojte začuditi ako u određenim trenucima filma i sami ""pogledate gore"", baš kao što to rade glavni protagonisti u filmu.",1
"Sve u isto vrijeme, odnosno, Everything Everywhere All at Once (2022), film je koji predvodi ovogodišnje Oscare s čak 11 nominacija.",1
"Posao koji traži žrtvu čak i kada je riječ o voljenim osobama, mentalne bolesti dolazak Orloka donosi mrak, kugu odnosno smrt.",2
Uslast!,1
Vizualno zavodljiv uz kraj koji savršeno odgovara snovima koje sanjamo dok gledamo film.,0
"I upravo zbog tog odsustva moralne osude prema drugima, paradoksalno, on postaje moralno superioran u svojim, ali i našim očima.",1
Ovdje likovi imaju drugačiju energiju i baš zbog toga moram više puta naglasiti upravo tu njihovu snažnu karakterizaciju koja je jako bitna.,0
"Nitko od gledatelja filma ne zna kako konklava izgleda, ali već od uvodnih minuta Berger uvjerljivošću prikaza (kostimografija i scenografija te glumačke izvedbe) crkvenih odaja odnosno čitavog izbornog procesa gledatelja povezuje s izborom odnosno protagonistima filma.",1
"Čuj moj poziv.""",1
"Karikiram, ali nije daleko od istine.",1
"Ipak, ključno glumačko ostvarenje ovdje ono je Billa SkarsgÃ¥rda u naslovnoj ulozi.",1
Alice odluči saznati za vrijeme zajedničke večere.,0
"Jer, radi se o filmu koji je na jedan poseban način obogatio ovu kultnu horor franšizu, a koja živi sad već preko 40 godina.",0
"Dapače, Divlja cesta je u neku ruku i ""heist film"" dok je Furiosa priča o osveti.",1
"Nije slučajno da se radi o afroameričkim rančerima (obično je to posao koji se veže uz bijelce u Americi), nije slučajno ni da opasnost prijeti s neba, odnosno odozgo.",1
A to vidi isključivo kao svoju krivicu.,1
Ali ona koja me se dojmila bila je An Ji-hye svojom izvanrednom borilačkom vještinom.,0
"Ipak, film kojemu je Meni najsličniji po temi je meni omraženi Trokut tuge (Triangle of Sadness, 2022) od kojega je daleko pametniji i kvalitetniji.",0
"Miller nam je već tada najavio kako želi napraviti film koji će govoriti o liku kojeg je tada glumila Charlize Theron, a u ovom filmu Anya Taylor-Joy.",1
Bez obzira u koga vjerovali.,1
"Kroz prethodne filmove Peele je često opisivan kao redatelj koji kroz metaforu daje određene društvene komentare, ali i koji istovremeno zanemaruje svoje likove, što mu se posebno prigovaralo u filmu ""Us"".",0
"On kad i ne govori, svejedno je zanimljiv za gledanje.",0
"Jednom kada Elisabeth tako grubo i okrutno dobije nogu i odbace je kao staru kantu, ona je spremna na sve kako bi se vratila.",1
"Ni Chris Pine (glumi Franka, glavnog vođe virtualnog svijeta) nije pomogao filmu.",1
"Iako na prvu djeluje kao tek još jedan blockbuster bez imalo dubine, ipak je premisa mnogo više od tek akcijskih elemenata sa suptilnim horor motivima.",1
"Između sortiranja računa, Evelyn se pokušava iskupiti ostarjelom ocu i približiti kćeri.",1
"Srećom, Peele ni ovaj put nije razočarao.",0
Tako i mi počinjemo vjerovati u privlačnost izazova s kojima se suočavaju.,0
Ne samo zbog maske.,1
"Zanimljivo je da je zapravo manje zapaženo prošla činjenica da i filmovi iz horor franšize ""Saw"" imaju jednako toliko nastavaka objavljenih još u kraćem periodu.",1
"Ono što voli jest kažnjavanje takvih spodoba, pa se cijeli drugi dio filma pretvara u ono po čemu je ""Saw"" postao slavan, a to je mučenje kompleksnim napravama u igrama koje svoje igrače tjeraju da si primjerice otpile nogu ili izvade pozamašan komad mozga.",1
"Srećom, napokon sam je dočekao, i to u jubilarnom desetom filmu iz franšize prigodnog naziva ""Saw X"".",0
"Naime, ako obratite pozornost na glazbu u ovom filmu, vrlo brzo ćete shvatiti kako sva ta pozitivna vibra ""Čarobnjaka iz Oza"" na jednako uvjerljiv način djeluje u trenucima kada film skrene u onom mračnom i jezivom smjeru.",0
Osim ako su u pitanju oni koji krše Deset Božjih zapovijedi ili u našem svijetu oni koji krše zakonske akte pravne države i temeljna ljudska prava.,1
"Taj strah je efektivan, čak i u trenucima kada se on ne čini stvarnim, ali je svejedno vrisak klaustrofobije, itekako prisutan i snažan.",1
Glumačku ekipu predvodi Christian Bale za čiju izvedbu ozbiljnijih prigovara nema Bale je dobar u ulozi Augustusa Landora i film zapravo preživljava na njegovoj interpretaciji glavnog protagonista.,1
"Za razliku od tog pristupa, radnja ""Furiose"" se proteže kroz čak petnaest godina, a Miller gradi svijet mnogo detaljnije nego ikad dosad.",1
I Jupe i Haywoodovi prije nego što išta poduzmu počinju razmišljati kako bi mogli tu pojavu monetizirati.,1
"Marvelov filmski univerzum okušao u vjerojatno najminucioznijem istraživanju ove tematike, no kad već pričamo o multiverzumima, nikako ne smijemo izostaviti naslov ""Everything Everywhere All at Once"", ali do toga ću doći.",0
Čekanje.,1
"Drugi će, pak, reći kako je ovo film o ženama koje izluđuju muškarce.",1
"Današnji horor filmovi su uglavnom glupi, predvidivi i dosadni.",2
"I baš kao što za samu radnju filma redatelj uzima dovoljno vremena da nas uvede u priču, to isto čini na jednako uvjerljiv način i sa samim likovima.",0
"A zapravo se izvan grada nalazi stvarni svijet, onakav kakav poznajemo.",1
Pogotovo kada ste u zabavnoj industriji.,1
Pravila su jednostavna.,1
Filmovi u uniformama su zabavni zato što podrazumijevaju prepoznatljiv kodeks kojemu likovi streme i ideale koje ne smiju izdati.,1
"Pearl je ovdje kroz izvedbu Goth prikazana u više različitih nijansi, a što kao posljedicu u nama rađa osjećaj empatije, tragedije, ali i glasne jeze koja postaje itekako uznemirujuća kako film odmiče prema samom kraju.",1
"Ali film Tetris više estetike i tempa posuđuje od igrice poput Maria nego od smirujuće, meditativne igre koja neprimjetno vodi u katastrofalni krešendo poput Tetrisa.",1
"No u konklavi, svačiji životi i stavovi se isprepliću.",0
"Saw X neće osvojiti nikakve tehničke nagrade, ali priča ovdje i ovaj kratki rat između dva zla je samo posao.",1
"Izolacija u tom pogledu djeluje i na druge aspekte ne samo filma, već i društva općenito.",1
"Međutim, grad snova Kendrick prikazuje kakav on često i jest, mračan i okrutan, i to kroz temu filma koja se savršeno uklapa upravo u takav ton.",0
"Pa ipak, nije sve tako crno.",1
"Na crnom tržištu nalazi se lijek poznat tek kao ""the substance"" koji nakon uzimanja stvara mlađu i ljepšu verziju osobe koja ga je konzumirala.",1
"Listi majstora (horor) debitanata ovih dana se priključio još jedan talentirani filmaš, a kojem krv horora također teče niz redateljske žile.",1
"""Nečist bacit ću te, osramotit ću te i načiniti od tebe prizor.""",1
Zbog toga je možda mušku priču svela na minimum.,2
"Glavne uloge tumače Florence Pugh (Alice) i Harry Styles (Jack), a upravo su oni kao mladi bračni par u fokusu cijelog filma.",2
"Misterija kao glavni atribut ovog filma u potpunosti djeluje umjetno stvorena, posebice nakon samog klimaksa koji djeluje poput jaja koje ćete razbiti, ali u njima neće biti nikakvih bjelančevina koje će utažiti vašu glad.",2
"Pita, burek, cheeseburger, sasvim je svejedno.",1
"Ta jeka s odmakom vremena postaje sve jezivija, tako da je taj dio bio porpično zanimljiv i efektivan.",0
Izričita poruka nije jasna i zbog toga je završni dojam pomalo prigušen.,2
"Režiju pritom potpisuje Mark Mylod čiji redateljski opus uključuje i rad na serijama poput ""Igra prijestolja"" (2015-2017) i ""Besramnici"" (2011-2018), a zanimljivo jest da je i poznati glumac Will Ferrell sudjelovao kao producent.",1
"Nažalost, ovdje je taj dio potpuno podbacio, što mi je zbilja teško za objasniti.",2
"Ne, jer je bio maestralan kao i obično.",1
"S druge strane Cronenberg mi je istovremeno priuštio pravu noćnu moru dok me upoznavao sa svom ljepotom i groteskom ljudskog tijela, te mi je tako u potpunosti promijenio način na koji doživljavam pogled umjetnosti na realnost života.",1
"Alternative za Svetu stolicu su, prikazan u izrazito lošem svjetlu, talijanski kardinal Tedesco koji učenje crkve želi vratiti u neka prošla tradicionalna vremena, Adeyemi iz Nigerije za kojeg nije jasno je li se drugi kardinali protive zbog njegovih stavova ili samo zato što je crn, Lithgow u ulozi Tremblayja koji se ponaša kao da je bolji od svih, pa ga ostali ne preferiraju, a tu je i pitanje biskupa iz Kabula koji je postavljen u tajnosti i koji iznenadi Kardinalski zbor svojim postojanjem i glasačkom moći.",1
"Dakle, film nije nekakav SF koji je teško zamisliti već filmska slika niza životnih situacija u kojima smo se barem jednom našli, odnosno film o tjeskobama koje nas prate u životu i koji postavlja jasna pitanja koliko smo zapravo okovani svojom, ali i onom nametnutom društvenom pristojnošću.",1
"U najkraćim crtama i na najjednostavniji način, ""Konklava"" se bavi izborom novog pape, poglavara Katoličke crkve.",1
"Skeptičnost svih nas je svakako opravdana jer su brojni jeftini, zaboravljeni filmovi imali tu osnovnu ideju i mislio sam da nema ništa novo što se može otkriti u vezi sa time.",1
Ovo nam ostavlja možda i jedini element priče koji je zaista intrigantan: koliko je Oliver jeziv i koliko može biti.,1
Derrickson je ideju za film dobio nakon čitanja istoimene kratke priče (detalj koji se dogodio prije nešto manje od dva desetljeća) koju je napisao stanoviti Joe Hill.,1
Neke stvari su jasne i namjerno postavljene.,1
"Wilde tu ne staje, pa tako u jednom trenutku odaje počast kultnom filmu ""Apartman"", redatelja Billyja Wildera, kada vidimo Jacka kako kuha.",1
"No ako vam se svidjela Divlja cesta, velika je vjerojatnost da ćete voljeti i Furiosu.",0
"I čovječe, jesu li ljudi koji se nađu u njegovoj zamci u ovom filmu neshvatljivo jebeno vrijedni prezira.",1
"Radnja Bezgrešne vrti se oko časne Cecilije (Sydney Sweeney), mlade Amerikanke koja odlazi u udaljeni samostan u Italiji kako bi osnažila svoju vjeru.",1
"Rekao bih da konačan cilj Fincher ipak nije postigao, a to je da u toj izgradnji hladne atmosfere na kraju nije učinio film atmosferičnim.",2
Ali nisam ovdje kako bih govorio o onome što bi se moglo dogoditi.,1
U gradu gde je lokacija radnje filma svi to rade i taj čin postaje sadržaj za društvene medije.,1
"I ako je prvi film bio vođen kroz strah, ovaj je vođen borbom za moć.",1
"""Crni telefon"" je adaptacija istoimene kratke priče Joe Hilla, smješten u kasne 70-e godine prošlog stoljeća u Denveru.",1
Tu sve pohvale idu prema snimatelju Jarinu Blaschkeu koji snima jednostavne i efektne scene u kojima nije potrebno puno dijaloga za doživljaj euforičnih horor snova.,0
I upravo zbog toga dolazi do sukoba.,1
"Ja sam bila te sreće da sam ga pogledala na vrhuncu tračerskog vihora, ali i te nesreće da ga nisam mogla pogledati do kraja.",1
"""Your wife has a lovely neck.""",1
"I ovo što kažem transrodne nije moj pokušaj da ovaj tekst učinim hip i modernim, nego zato što Schonenbrun itekako ističe važnost svoje rodne pripadnosti u svom umjetničkom radu, a to se vidi i u ovom, njenom drugom dugometražnom uradku.",1
"Potencijal u razvoju ljudskog mozga bila je i Herbertova nit vodilja kroz romane, a upravo to i nama radi Villeneuve tjera nas na razmišljanje, jednako kao i svoje likove.",1
"U mojim očima to mu može biti samo kompliment, posebice ako to radi na jedan pamet način.",0
"Naime, ovdje imamo samo pogled iz perspektive jednog lika, ubojice.",1
Glavnu ulogu u tom filmu tumačila je Matilda Anna Ingrid Lutz kao djevojka koja se na posebno brutalan način osvećuje svojim silovateljima.,2
"Njegova emocija i strast u ono što vjeruje doslovno vas tjera da istovremeno osjećate strah zbog mogućeg ispunjenja proročanstva, ali i sreću što postoji takav lik u filmu.",0
Je li doista onaj koji sjedi u kutu ujedno i onaj koji nema niti jednu tajnu?,1
"O mladoj glumici opširnije nekom drugom prilikom za novu, filmsku ""Nosferatu"" priču važniji je američki filmaš Robert Eggers kojem je ""Vještica"" također debitantsko, ali redateljsko ostvarenje.",1
"Naime, one su kaotične, i to u pozitivnom smislu, potencijalno kultne, posebice ona u samom uvodu, nemilosrdne i sa puno više krvi.",0
"Koliko god je lijepo ući u najmračnije hodnike Vatikana, toliko je i zastrašujuće.",1
"Ali spektakl je sveukupno ipak umanjen, što zapravo ima smisla za priču.",1
Kroz nju redatelj i prikazuje tu socijalnu anksioznost koja raste kada njen lik dođe u dodir sa smrtnom opasnosti.,1
"Sve je savršeno, počevši od kostima, scenografije, glazbe, zvuka, montaže i vizualnih efekata, tako da svi oni koji su ove godine nominirani za Oscara mogu samo zahvaliti prilikom dodjele nagrade isključivo štrajkašima koji su odgodili premijeru ""Dine"".",0
Ispostavlja se da je to opasno uzbuđenje koje za neke postane gotovo kao zavisnost i vrsta zajedničkog spektakla savršenog za zabave.,1
"Usamljena, prestrašena i sve slabijeg zdravlja, Cecilija će se morati izboriti za kontrolu nad vlastitim tijelom, ali i ugroženim životom.",2
"Ovdje je njegova nesposobnost još naglašenija, bilo da je riječ o odnosu sa suprugom koji više ne funkcionira ili pak kroz odluke koje (ne) donosi u situaciji kada prijeti smrtna opasnost.",2
"Jer, postoje horor franšize koje su itekako uspjele zadržati dostojan nivo kvalitete.",0
"Nema čarobne formule za odgajanje djeteta, jer htjeli mi ili ne, određene karakteristike i tip identiteta će biti nametnuti, ali nezavisnost i mogućnost izbora je nešto se što se paradoksalno nameće kao nemogućnost za glavne likove filma.",1
"Oni su, istina, izuzev Holuta i Taylor Joy, većinom u pozadini.",1
Na samom kraju ovih djetinjastih igara moći izabran je papa koji si nadjene ime Inocent.,1
"Rekao bih da je to identitet jedan od ključnih koncepata na kojim Schonebrun gradi svoj rad, uz ljudsku težnju sanjarenju i stvaranju alternativne stvarnosti.",1
Sa svih strana svijeta stižu kardinali koji će glasanjem odabrati novog vođu za organizaciju i voditelja konklave odabran je kardinal Lawrence.,0
"Otac, često alkoholiziran, terorizira Finneyja i sestru Gwen.",1
"Ljudi pod maskama su i nama postali svakodnevnica, pa je tako generacijski jaz itekako dobro prikazan upravo kroz taj različiti pogled izoliranosti.",0
"Posebno bih istaknuo upotrebu sjene, općenito u filmu, a pogotovo u kadrovima kada sjena ""boja grad"", gdje nešto tako jednostavno postaje efektno i zavodljivo.",0
"Zanimljivu je glumačku ekipu Shyamalan okupio neke likove, zbog ubrzanog protoka vremena, interpretiraju različiti glumci.",1
"Istina, West je oduvijek bio hrabar redatelj, posebice u onom vizualnom smislu, pa iako ga se može povezati s više različitih žanrova nekako mi se čini kako mu slasher najbolje pristaje.",0
"Termin svjetske premijere ""Furiose"" poklopio se s Filmskim festivalom u Cannesu gdje je novi ep Georgea Millera prikazan uz ovacije i sjajne kritike",0
"""Mamica ne izgleda baš najbolje"".",2
"Film Ne brini, draga smješten je u idilično iako pomalo pusto mjesto imena Victory u vrijeme kada žene brinu o kući, a muškarci o financijama koje donose kući.",1
"Dakle, očito je kako Eggersa zanimaju ovakve teme, a čini se kako je upravo s ovim filmom pomaknuo granice između ljudskog zadovoljstva želja i svega onoga što ono posljedično donosi kao kazna.",0
Ta lepeza suspektnih persona Fincheru kroz svih 30 godina njegove karijere služi kao platforma za njegove brutalno cinične i nihilističke stavove kroz koje detaljno i nimalo ugodno secira sve pore društva.,2
"Predanost Mie Goth kroz ulogu ""Pearl"" doslovno se mogla osjetiti kroz svaki kadar, jednako kao i iza kamere.",0
Tad biste ga mogli cijeniti još više.,1
"Godine 2015. premijera je jednog filma označila početak dvije, već sada se može napisati, uspješne karijere.",0
"Film ima ozbiljnih spoticanja u vjerodostojnosti jer oslanja se na prevelik niz slučajnosti nevjerojatnih u našem realnom svijetu, iako to u filmu nije nepoznanica susrezanje nevjerice otvara mogućnost drugim idejama pri gledanju poput moralnih i etičkih promišljanja u životnim situacijama gdje često ne želimo priznati da stvari nisu crno-bijele nego nijansirane.",2
"""Crni telefon"", između ostalog, u jednom trenutku (finale koje je pomalo zbrzano i najslabiji je dio filma) progovara o onom što je prije više od pola stoljeća pripovijedao točnije preispitivao Stanley Kubrick u ""Paklenoj naranči"" (najsnažnije upravo u posljednjim minutama).",1
"U ovom konkretnom slučaju riječ je o muškarcu koji prijeti da će se ubiti, ako ga žena ostavi.",1
"Ta jurnjava za savršenstvom dovodi i Elizabeth na gore mjesto od onoga kada je tek počela tu ""potragu za vječnom mladosti"", pa umjesto savršenstva dolazi do najgore moguće deformiranosti.",1
"Međutim, Chani je ovdje puno više od ljubavnog zanosa za Paula.",1
"Današnja kultura opsjednuta je vječnom mladosti, pa se u tom pogledu sam početak filma čini kao savršen uvod horora prolaznosti.",0
"Film također ima i određenu dozu šarma koji je imao taj period, unatoč nekim lošim stvarima koje su se događale u tom vremenu.",1
Druga otegotna okolnost leži u činjenici da prednastavci s izmijenjenom glumačkom postavom rijetko kada postižu jednaki uspjeh kao filmovi koji su im prethodili.,2
"Jelima na čije su osmišljavanje i pripremu utrošili puno vremena, potrudili se da naprave nešto originalno, domišljato, a opet fino.",1
"Trebali su uništiti sve primjerke, no srećom neki su ostali sačuvani, pa danas imamo priliku uživati kako u originalu, tako i u novim obradama.",0
"Međutim, teško se oteti dojmu kako je spomenuto finale obrat previše i pokušaj stvaranje neuvjerljive kontroverze u kojem redatelj zauzima stranu, ali i odustaje od kardinala koji tek ljudi i grešnici već je kardinal koji je u fokusu raspleta vjerojatno i jedini od glavnih protagonista koji su pošteđeni ljudskih slabosti, mana i grijeha ili čak ozbiljnijih devijacija.",0
Najveću zamjerku može se zapravo uputiti neobično antiklimatičnom kraju čiji bljutav okus ne uspijeva isprati ni mid-credits vinjeta koja barem zatvara dotad nerazriješenu točku zapleta.,2
"Pod etiketom istog studija za koji je snimio ""Vješticu"" (A24) Eggers je spojio Willema Defoea i Roberta Pattinsona te realizirao dramu ludila koja se pretvara u horor pod imenom Svjetionik.",1
"Naravno, među skupinom mladih ljudi, ovo postane doživljaj koji svi žele iskusiti.",1
"Tema filma vrhunska kuhinja, više puta je prožvakana tijekom pandemije.",2
Često snima iz ptičje perspektive kako bi pojačala dojam i uvodi začudne simbole plesačica i Rorschachovih mrlja.,2
"Da, predivnoj priči za koju imam osjećaj kao da je putovala kroz vrijeme te se vratila ponovno k nama.",0
Miller je još jednom pokazao kako je odličan redatelj koji nije zaboravio zašto su dosadašnji Mad Max filmovi bili voljeni i popularni.,0
"Tada i nama nije sasvim jasno što je stvarno, a što nije.",1
"Kompozicije su mu dotjerane, a zna i pravovremeno usmjeriti gledateljevo oko na bitne detalje",1
"Felixovu majku tako glumi Rosamund Pike, a njegovog oca Richard E. Grant.",1
"Producent je, pak, Adam McKay koji je lani podigao dosta prašine također satiričnim filmom ""Donâ€™t Look Up"".",1
"Nakon toliko napada na osjetila, banalan kraj je točno ono što još mozak može prihvatiti.",1
"U prošlosti ta granica između uređenog, spoznatljivog svijeta i svijeta kaosa nije bila bistra, te prijelazi između njih nisu bili rijetkost.",1
Tinejdžeri saznaju o trendu i pokušavaju da učestvuju u tome sve to ima savršen smisao i zaista nije potrebno dalje pojašnjenje.,1
"I on, kao i njegov prethodnik, prolijeva hektolitre krvi i stvara neke doista užasne i uznemirujuće vizuale, a glumačku postavu predvodi izvrsna Alyssa Sutherland u ulozi majke koja u smrti nasrće na vlastitu djecu i sve ostale, pogonjena duhovima iz drevne prošlosti koji kroz nju djeluju nasiljem i britkim jezikom koji klincima ispaljuje najcitiraniju rečenicu filma koja će sigurno ostati upamćena kao njegov zaštitni znak: ""Mommyâ€™s with the maggots now."".",0
"No, krenimo redom.",1
"Ono što ja najviše cijenim kod M. Nighta, svakako je njegova strast i predanost koja se može osjetiti u svakom njegovom filmu.",1
"Kaotičan način snimanja u priličnoj je simbiozi sa onim što se događa u filmu, pa se na taj način stvara kaos u glavi gledatelja, bio on pozitivan ili negativan.",1
"Ne vjerujemo zaista da postoje duhovi ili kletve, pa treba proći dok likovi povjeruju da je to što im se događa stvarno.",1
"Ono što je mene posebno oduševilo, svakako je dojam koji je na mene ostavio običan Chefov pljesak, za koji na prvo slušanje nikada ne biste pomislili da vam može izazvati bilo kakav osjećaj jeze.",0
