Added from Cro-FiReDa,Sentence,Label,,,
0,"film ridleyja scotta puno minuta posvetio je ljubavnoj priči napoleona i josephine, ali nije zaboravio razlog zbog kojih je bonaparte postao i ostao poznat.",1,,,
0,"redatelj nije propustio spomenuti kako se gubici u bitkama u kojima je napoleon sudjelovao broje u stotinama tisuća, čak i milijunima, ali, film prikazuje, kako su napoleona mnogi vojnici bespogovorno slijedili i obožavali.",1,,,
0,čak i kada je izgubio vlast.,1,,,
0,čovjek koji je stvarao povijest i sudjelovao te pobijedio u mnogim bitkama izgubio je jednu od najvažnijih već na početku vojne karijere.,1,,,
0,"film se proteže kroz nekoliko desetljeća, od subjektovog uspona na moć sve do njegovih posljednjih, neplemenitih dana u egzilu, dramatizirajući mnoge glavne točke wikipedije između.",1,,,
0,"a s ridleyjem scottom iza kamere, možete računati da ćete vidjeti careve najpoznatije taktičke pobjede rekreirane na golemom platnu, velikih razmjera i krvavih u detaljima.",0,,,
0,"no središte ove povijesne lekcije, idiosinkratičko središte filma je izvedba joaquina phoenixa u naslovnoj ulozi.",1,,,
0,"scenarij davida scarpe, koji je napisao scottov raniji all the money in the world i njegov nadolazeći nastavak gladijatora, počinje 1793. godine, s francuskom revolucijom.",1,,,
0,"u prazninu ulazi phoenixov napoleon, 24-godišnji korzikanski topnički zapovjednik čiji je oštar intelekt za strategiju zasjenjen samo njegovim karijernim težnjama.",1,,,
0,"na bojnom polju i u političkoj areni, on je stvorenje koje nudi priliku, uvijek traži prednost i naposljetku će svoja vojna osvajanja uračunati u mjesto na prijestolju kao car.",1,,,
0,"velik dio napoleona vrti se oko njegove romanse s joséphine (vanessa kirby), lijepom udovicom koju na kraju oženi.",1,,,
0,"njihovo udvaranje je posebna vrsta bitke, borba za moć koja se vodi kroz nagovorene izjave vjere i potrebe.",1,,,
0,"ti ne bi bila ništa bez mene, napoleon natjera joséphine da izjavi, neposredno prije nego što scott presječe na joséphine tražeći da isto govori napoleonu.",1,,,
0,"film uokviruje velik dio radnje kroz napoleonova pisma joséphine, čitana u glasovnom zapisu, što ima učinak povezivanja svih njegovih izbora s njegovim osjećajima žara i ljubomore, ali dramatično uvjerljivo čitanje.",1,,,
0,"phoenix, kao i uvijek, savija psihologiju u tjelesnost.",0,,,
0,"u početku izgleda kao totem represije, stegnut čvršće od svoje uniforme.",1,,,
0,"ovaj napoleon je emocionalnije zakržljao, još jedan dječak/muškarac u spektru zaustavljenog razvoja koji je zvijezda neprestano gradila.",1,,,
0,"u njemu se vidi nezrelost freddieja quella, arthura flecka i beaua wassermanna.",1,,,
0,ponekad je poput djeteta koje ostavlja dojam strogosti odraslih.,1,,,
0,"film nasmijava njegove propuste u samosvijesti, kako se previše buni zbog vlastite nesigurnosti i ambicija.",1,,,
0,"nemoćno urla na britance, svoje pomorske pretpostavljene.",1,,,
0,on nam daje nesreću bitke kod austerlitza koja puca kao led i ogromnu krajoliku waterlooa koja se dimi.,2,,,
0,"„oslobođen” tog šireg povijesnog konteksta, film „napoleon“ je zapravo sveden na nakupinu nekonzistentnih klišeja, uglavnom uvrjedljivih, poput njegovih kompleksa, paranoja i manija, sugerirajući primitivno generičko objašnjenje da je on bio i ostao dječarac koji se igrao kako rata, tako i ljubavi, i u tim igrama koristio sva sredstva da nahrani svoj uzdrmani ego.",2,,,
0,"pritom, dobar dio „baze” za izgradnju lika scott i scarpa uzimaju iz fundusa onovremenih britanskih napisa i izmišljotina, do sada uglavnom razbijenih mitova, poput onog o niskom rastu, nesigurnosti i deluzijama o grandioznosti.",2,,,
0,"slično vrijedi i za odnos između njega i joséphine, koji ne samo da se u tonu njiše od seks-komedije do melodrame, s ciljem predstavljanja naslovnog junaka kao patetičnog, nego u kojem se čak i njen lik kao motivator potroši i svede na kartonski isječak i dramaturško pomagalo.",2,,,
0,"pritom, u svom scenariju scarpa često koketira sa sprdnjom i „trešom”, što je naročito osjetno u dijalozima punim „one-liner” citata koji, što namjerno, što nenamjerno izazivaju smijeh i podsmijeh.",2,,,
0,tako da ni taj središnji odnos zapravo ne funkcionira i brzo se troši.,2,,,
0,"to, naravno, pod pritisak stavlja glumce koji svoje tanke likove moraju nekako odigrati.",2,,,
0,"u slučaju joaqina phoenixa kao napoleona, stvari stoje još gore, budući da glumac pribjegava svojim, a ponekad i tuđim oprobanim manirizmima (od svog potpisnog mrmljanja sebi u bradu u trenutku skreće ka vikanju a la al pacino), mahnitanju i glumatanju, na kraju i reciklaži svojih recentnih „razmahanih” i razvikanih uloga, od „jokera“ todda philipsa do naslovnog junaka u „beau is afraid“ arija astera.",2,,,
0,"scott se ipak može pouzdati na ono što mu doista dobro ide, a to su masovne scene, posebno bitaka.",0,,,
0,ostatak scottovog režijskog postupka svodi se na citate onovremenih djela likovne umjetnosti kompozicijom pojedinih kadrova ili na citate kubricka i barryja lyndona rekreacijom kadrova i glazbe.,1,,,
0,"na kraju, doista je potresno na što se sveo redatelj koji je svoju karijeru započeo povijesnim spektaklom smještenim u doba napoleonovih ratova („the duelists“) i koji je nekoliko puta ranije dokazivao da mu izričaj povijesnog spektakla leži, posljednji put nedavno u „the last duel“. njegov „napoleon“ ostaje jedan u suštini „mali” film o jednom „malom” čovjeku.",2,,,
0,o njemu svi bar ponešto znaju – ili iz škole ili su možda proučavali kasnije na fakultetu.,1,,,
0,"on je jedna od onih povijesnih ličnosti koja je podosta ekranizirana, no, je li novo uprizorenje njegova života i djela uspješno?",1,,,
0,"promišljajući o filmu, nameće mi se zaključak kako je uz svaku scenu jako dobro pripasan odličan soundtrack koji savršeno prati pripadajuće scene, fenomenlano je inkorporiran i čini štono se kaže - sliku prati ton.",0,,,
0,"na filmu je to prikazano kroz ljubavnika hippolyte charlesa, te nije naodmet spomenuti scenu u kojoj sam napoleon kad se pravda direktoriju za odlazak iz egipta, među inim razlozima navodi i taj da mu je žena drolja.",0,,,
0,"većini gledatelja vjerojatno nije poznata činjenica kako je u francuskom društvu imati ljubavnicu ili ljubavnika jedna sasvim normalna stvar, a da pri tom sjedite na recimo kraljevskoj (ili danas u predsjedničkoj poziciji) i o tome se neće raspredati u medijima.",1,,,
0,"„o tome se u našoj kući ne govori!“ upravo je taj dio intime plus seks kao seks, sir ridley scottu izuzetno zanimljiv na filmu i podosta ga akcentira u svojem opisivanju odnosa napoleona i josephine.",1,,,
0,tu je scott možda previše zagazio u potenciranje intimnog odnosa to dvoje dočim je film nazvao i propagirao pod nazivom napoleon.,2,,,
0,"bilo bi možda bolje da je film nazvao ""napoleon i josephine - nikad ispričana priča"".",2,,,
0,"također se proširio glas kako je film ""akcić"" pa se i stoga nameće neko retoričko pitanje: je li film više akcijski napumpan ili ne?",1,,,
0,"akcije svakako ne nedostaje, ali to je sve više-manje umjereno jer jednostavno životni put napoleona je bio poput zvjezde repatice, brz i nasilan te uz vrlo vatrometan kraj.",1,,,
0,„napoleon“ je filmska fikcija te naravno od toga treba poći kada se kreće u raščlanjivanje filma.,1,,,
0,nevjerojatno je kako scott prebacuje težinu scene i preslikava doslovno stratešku poziciju napoleona s austerlitza na waterloo i daje ulogu napoleona lordu welingtonu.,0,,,
0,sada je welington genij i master & commander svoje sudbine.,1,,,
0,dobro je odradio domaću zadaću i proučio svojeg protivnika te naglas izgovara riječi kako se nada da će napoleon dokazati kako ne može izdržati bez frontalnog napada.,1,,,
0,"u tom trenutku jednog svojeg strijelca welington obuzdava da ne bi ubio napoleona i tu se vaga vraća u normalu, tj. vraća se karmički dug za pomilovanje austro-ugarskog cara.",1,,,
0,kao da nam ridley govori da je napoleonovo doba bilo posljednje gentelemensko ratovanje našeg svijeta.,1,,,
0,"da ne zaboravim, glumački performans je jednako impresivan kao i dirigentska palica ridleya scotta pri dinamičkom vođenju kroz film ... koji unatoč dužini trajanja nije otjerao današnju generaciju klinaca da izađu iz kina već da prikovani uz platno pričekaju sam kraj.",0,,,
0,od glumaca svakako treba istaknuti sad već neku vrstu rutinerske izvrsne i upečatljive glume joaquine phoenixa.,0,,,
0,zgodno za reći da mnogi koji nešto znaju o napoleonu i josephine (koju je odlično odglumila vanessa kirby – možda je pamtite iz mission impossible gdje glumi bijelu udovicu) mogu primjetiti da je joaquine stariji 15 godina od vanesse dočim je napoleon bio mlađi ulov jedne 6 godina starije i iskusnije josephine.,0,,,
0,odabir s tim pomalo mističnim snenim plavim očima vanesse pravi je odabir za ulogu žene koja je očarala napoleona i bila do njegove smrti ljubav njegova života.,0,,,
0,također mi je genijalan i pomalo scottovski posprdni dijalog napoleona i ruskog cara aleksandra oko njegovih sestara gdje napoleonu tj. joaquineu nije strano tražiti ruku njegove sestre u tinejdžerskim godinama.,0,,,
0,tu se vidi pomalo kazališni talent phoenixa koji unosi i malo humora u jedan ozbiljan film.,0,,,
0,što još možemo reći uz ovu impresivnu ridleyvu paradu s filmom o napoleonu?,1,,,
0,"ono što nitko neće moći zanijekati jest da zanatski gledano, ovaj film je izuzetno vizuelan, dianmičan, humorističan ... stoga dopadljiv i to je razlog zbog kojeg ne mogu preporučiti gledanje filma na tv ekranu, jer će se u svim detaljima i cijeloj toj vizualizaciji bitaka i dinamičnosti moći iskreno bolje uživati u kinu - na velikom platnu i odličnom surround sustavu.",0,,,
0,"vrijedi napomenuti još jedan zanimljivi detalj sa seta, a to je kako su pojedine akcijske scene bitaka snimane simultano s 11 kamera što je vrlo perfekcionistički i moćno od sir ridleya scotta.",0,,,
0,film je apsolutno ispunio neka moja očekivanja te vrijedi odlaska u kino.,0,,,
0,"pomalo iznenađujuće ova je sudska triler - drama ponijela zlatnu palmu u cannesu, a film francuskinje justine triet pokazuje da u filmovima ovog žanra još uvijek može biti itekako svježine.",0,,,
0,"""anatomija pada"" kompleksna je kombinacija drama i trilera u kojoj riječ pad ima i doslovno i metaforičko značenje pošto će na optuženičkoj klupi zbog fatalnog pada svog supruga kroz prozor završiti književnica sandra (odlična nijemica sandra hüller).",1,,,
0,"no, taj pad je i metaforički jer on predstavlja rastakanje i pucanje odnosa između sandre i njenog muža samuela (samuel theis), također pisca, uoči njegovog stvarnog pada,  a te pukotine s vremenom će izlaziti na površinu.",1,,,
0,"čini mi se kao da je triet i njenom partneru, ujedno koscenaristu arthuru harariju (onoda) kao inspiracija barem dijelom poslužila francusko - američka dokumentarna serija ""staircase"".",1,,,
0,pratili smo ondje suđenje američkom piscu michaelu petersenu optuženom za ubojstvo supruge u bizarnom slučaju njenog pada niz stepenice.,1,,,
0,"do kraja nam ondje ostaje otvoreno je li on ubio ženu ili ne, a slična situacija je i u ""anatomy of a fall"".",1,,,
0,"iako se u početku čini da je to klasični nesretni slučaj, kako vrijeme prolazi i kako pobliže upoznajemo slučaj i odnos između sandre i samuela, gledatelj počinje sve više sumnjati.",1,,,
0,cijeli film izvanrednom izvedbom nosi hüller (toni erdmann) kao žena koja će se naći usred prave noćne more kad je optuže za ubojstvo supruga.,0,,,
0,time i samo suđenje izgleda drugačije te su ove scene prilično dinamične.,0,,,
0,"ipak, film nije u potpunosti posvećen događajima u sudnici, već i životu sandre i njenog sina nakon samuelove smrti.",1,,,
0,njihovom međusobnom odnosu na koji utječu brojne stvari koje daniel po prvi put otkrije na suđenju.,1,,,
0,"iako je znao kako se njegovi roditelji ponekad svađaju, nije znao sve što se događalo između njih u braku.",1,,,
0,"film donosi taj obiteljski odnos, kao i neke druge odnose, ali svi oni ipak služe glavnoj priči.",1,,,
0,njihova svrha je pokazati nam što se zapravo moglo dogoditi.,1,,,
0,"dapače, svi ti odnosi i razgovori u konačnici su bitni i za samo suđenje.",1,,,
0,"oni se nikada ne čine kao da su ubačeni u film samo kako bi poslužili toj svrsi, već cijela priča prirodno teče.",0,,,
0,stoga je anatomija pada jedan od najboljih filmova koje smo imali priliku gledati u 2023. godini.,0,,,
0,"no za moj ukus, film nije prespor i lijepo se razvija.",0,,,
0,ali malo nestrpljivijim gledateljima može se činiti kako radnja nije dovoljno dinamična.,2,,,
0,iako upravo taj lakši ritam može pomoći u stvaranju napetosti tijekom suđenja koje se odvija.,0,,,
0,"prije pet godina netflix je objavio trinaest epizoda serije “the staircase”, još uvijek jednog od najboljih primjeraka true crime dokumentarca koji je sniman u razdoblju od desetak godina, a prati sudbinu michaela petersona, književnika optuženog za ubojstvo supruge.",0,,,
0,"priču je lani i hbo adaptirao u igranu seriju s oskarovcem colinom firthom i toni collette u glavnim ulogama, a obje verzije zanimljivim čini ono što ne znamo i ne možemo otkriti – je li michael ubojica ili nije?",1,,,
0,"čas mislimo jedno, čas smo uvjereni u drugo, važemo i nagađamo, ali čvrsti nam odgovor uvijek izmiče.",1,,,
0,"mnogo sličnosti može se povući između priče o petersonu i radnje novog filma francuske redateljice justine triet (“sibyl”, 2019.) koji je ove godine na filmskom festivalu u cannesu nagrađen glavnom nagradom, zlatnom palmom, a večeras će hrvatsku premijeru doživjeti na zagreb film festivalu.",1,,,
0,"spolovi su zamijenjeni, ovdje je u pitanju književnica (briljantna sandra hüller koju pamtimo iz “toni erdmann”) čiji suprug stradava u sumnjivom padu, a mi gledatelji zajedno s njezinim slabovidnim sinom danielom pokušavamo otkriti je li za samuelovu smrt kriva sandra.",1,,,
0,"naime, film započinje intervjuom koji glavna junakinja daje studentici, a koji prekida glasna muzika s tavana (instrumentalna verzija 50 centove “p.i.m.p.”) kojom samuel očito želi prekinuti aktivnosti svoje supruge.",1,,,
0,"studentica odlazi, kao i sin daniel koji u šetnju izvodi psa, a po povratku s te šetnje ispred kuće nailazi na mrtvo tijelo svoga oca.",1,,,
0,u kući je tada bila prisutna samo sandra; što se dogodilo kad je kamera pratila daniela i snoopa?,1,,,
0,"najveći dio filma odvija se u sudnici gdje se pomalo otkrivaju sve veće nekonzistentnosti u izvornom svjedočenju glavne junakinje, a triet nas povlači za rukav malo u jednom, malo u drugom smjeru.",1,,,
0,u jednoj potresnoj sekvenci otkrivamo sadržaj sukoba supružnika koji je prethodio tragediji i ovdje triet – i koator scenarija arthur harari – postižu fenomenalan rezultat kad u središtu filma u svega nekoliko minuta uspijevaju tako precizno iscrtati psihologiju i odnos dvoje centralnih likova u napetom dijalogu iz kojeg izbijaju debele naslage nagomilanog nezadovoljstva u sjajnoj interakciji hüller i njezinog glumačkog partnera samuela theisa.,0,,,
0,"ništa manje upečatljiv nije ni mladi milo machado-graner kao daniel, dječak koji je primoran u svom svjedočenju donijeti odluku o tome što je istina, a što nije.",0,,,
0,"svakako moramo spomenuti i pojavljivanje talentirane kantautorice jehnny beth, predvodnice sjajnog post punk benda savages (gdje su sada, hoće li ponovno svirati?) u ulozi sudske službenice marge koja se pokazuje ključnom figurom u stvaranju raspleta.",0,,,
0,sve to prati staložena kamera simona beaufilsa i vješta montaža laurenta sénéchala.,0,,,
0,"trajanje od dva i pol sata može se činiti predugačkim za sudsku dramu, ali “anatomija” je više od toga, ona je i psihološki portret komplicirane žene i njezinog jednako kompliciranog braka, meditacija o istini i narativima koje u nju pretvaramo, ali i kriminalistička misterija s više pitanja nego odgovora.",0,,,
0,triet vješto izbjegava melodramu i velike obrate svojstvene holivudskim filmovima ovog žanra (nadajmo se da nećemo gledati takav remake ove drame) i fokusira se na unutrašnje posljedice suđenja na svoju junakinju koja nam i na kraju filma ostaje u velikoj mjeri jednom enigmatskom figurom.,0,,,
0,"još ćemo vidjeti hoće li “anatomija pada” slijediti recentni trend u kojem dobitnici zlatne palme svoj uspjeh pretvaraju u nominacije za oscar, pa i same zlatne ćelavce kao što je to bio slučaj s lanjskim dobitnikom, “trokutom tuge” rubena östlunda (nominacije za najbolji film, redatelja i scenarij) ili pak “parazitom” bonga joon-hoa (oscari za najbolji film, redatelja i scenarij), no akademija bi ga svakako trebala uzeti u obzir u svim navedenim kategorijama, kao i hüller za glavnu glumicu, jer je doista u pitanju jedna od najboljih i najslojevitijih izvedbi godine.",0,,,
0,"„anatomija pada“ jedan je od hvaljenijih filmova ove godine te je već pokupio brojne nagrade, među kojima su zlatni globusi za najbolji scenarij i najbolji strani film, te nagrada za najbolji film na europskim filmskim nagradama.",0,,,
0,"zanimljivo je spomenuti da je unatoč brojnim pohvalama kritičara i komercijalnom uspjehu, francuska na oscara odlučila poslati drugi film – „the taste of things“.",1,,,
0,"hoće li se to pokazati kao ispravan odabir, ostaje vidjeti.",1,,,
0,"u svakom slučaju, teško da bi pogriješili i s „anatomijom pada“ jer se stvarno radi o odličnom filmu.",0,,,
0,"sam naslov može se shvatiti dvojako: s jedne se strane tijekom istrage kirurški precizno analizira fizički pad samuela s prozora, a s druge strane to vuče za sobom i seciranje propadanja braka samuela i sandre, koja postaje glavna osumnjičena.",1,,,
0,"tada se podiže optužnica protiv sandre, koja mora dokazati svoju nevinost pred sudom, a film ponire u pravnu dramu punu tenzija, vrlo živo režiranu, pa se nešto duže trajanje filma niti ne primijeti.",1,,,
0,"interesantno je da se tijekom sudskog procesa minimalizirao broj flashbackova, nešto je duži tek onaj koji prikazuje svađu samuela i sandre, a i on završava nedorečeno, sa zvučnim zapisom opet sklonog interpretaciji, tako da smo čitavo vrijeme kao gledatelji suočeni s nepouzdanošću iskaza.",1,,,
0,"na taj nas se način stavlja u istu poziciju kao i porotnike koji od početka slušaju priče tužitelja i branitelja, neke više ili manje uvjerljive, ali na kraju opet samo priče jer osuđujućih dokaza nema, tek niz indicija.",1,,,
0,"taj aspekt pričanja priča potencira se odmah na početku kada pratimo razgovor sandre, inače renomirane književnice, i studentice koja ju je došla intervjuirati.",1,,,
0,"sandrine knjige često uključuju autobiografske elemente, pa je studenticu zanimalo kako se u njezinom pisanju isprepliće stvarni život i izmišljanje.",1,,,
0,"tijekom intervjua studentica kaže: „da biste počeli izmišljati prvo vam treba nešto stvarno,“ pri čemu ona drži kako postoji jasna razdioba između književne fikcije i stvarnog svijeta.",1,,,
0,"sandra na tu podjelu gleda složenije, u smislu da praktički briše njene jasne granice i posljedično smješta i stvarnost u domenu fikcije.",1,,,
0,o čemu se tu radi?,1,,,
0,"svako iskustvo je u neku ruku analogno, postavljeno u odnos s nečim usporedivim, a te analogije su same po sebi narativi.",1,,,
0,"narativi se pak konstruiraju iz iskustva, čega je studentica svjesna, ali pritom zaboravlja da je riječ o zatvorenoj petlji jer su sama iskustva proizvod narativa.",1,,,
0,"iz toga proizlazi da mi nikad ne reagiramo na ono što se stvarno događa, već na ono što mislimo da se događa.",1,,,
0,"ipak, jednom kada smo svjesni da ne želimo ta iskustva, ili te narative, teško je prestati guliti slojeve sve do trenutka kad ne ostane više ništa za izguliti.",1,,,
0,"tada vidimo da nema nikoga tko drže konce u sjeni, nego samo mi sami, ali to ne znači da imamo kontrolu, niti to što vidimo konce da ih možemo otpetljati.",1,,,
0,posebno zato jer to otpetljavanje dolazi s novim nizom narativa.,1,,,
0,čini se da sandra vjeruje da se pitanje doživljaja stvarnosti tiče priče u koju smo odlučili vjerovati.,1,,,
0,i ima li boljeg načina da se ta slojevitost prokaže nego u sudnici gdje svaka strana nastoji vlastite priče pokazati kao stvarne?,1,,,
0,"ironično, upravo u tom sučeljavanju dviju istina, one u kojoj je samuel počinio samoubojstvo, i one u kojoj ga je sandra bacila niz prozor, obje naposlijetku potkopavaju jedna drugu.",1,,,
0,"njihov legitimitet tada ne proizlazi iz istine, nego odluke.",1,,,
0,"a tko onda polaže pravo na odluku nego onaj koji posjeduje moć, u ovom slučaju sudstvo?",1,,,
0,"upravo se na to osvrnula redateljica justine triet u jednom intervjuu: „kad sam bila mlađa, mislila sam da je to mjesto, sudnica, mjesto gdje istine iziđu na vidjelo.",1,,,
0,"kad sam odrasla, shvatila sam da je to mjesto za fikciju i mjesto gdje se te dvije fikcije bore: fikcija tužitelja i fikcija branitelja.“",1,,,
0,"fikcije su u ovom slučaju priče o sandri, način na koji je ona prikazana.",1,,,
0,"čovjek se općenito može promatrati kao biće priča, odnosno da kroji svoj identitet pomoću priče koju o sebi priča.",1,,,
0,moglo bi se stoga reći da mi izmišljamo sami sebe.,1,,,
0,"no isto tako, izmišljamo i druge jer uvijek postoji raskorak između onoga kakva je osoba i kakvom je mi doživljavamo.",1,,,
0,"zbog toga niti tužitelj niti branitelj neće prikazati sandru kakva jest, već tek jedan njen dio preko kojega će porotnici (a i mi) dati sud kakva je osoba i je li mogla ubiti muža.",1,,,
0,"u tom kontekstu tužitelj nastoji, poput studentice, povezati sandru s likovima u njenim romanima koji su temeljeni na njenom životu te vadi citat gdje junakinja mašta kako bi bilo ubiti muža.",1,,,
0,"takve optužbe se možda čine smiješne za jedan ozbiljan sud, ali uistinu je svašta moguće u porotnom suđenju.",1,,,
0,"osim toga, ta scena uvelike podsjeća na poznato suđenje flaubertu zbog knjige gospođa bovary gdje mu se sudilo zbog poticanja na nemoralnost i opscenost.",1,,,
0,"glavni je argument bio upravo taj da su misli emme bovary istovjetne flaubertovim, na što je on trebao dokazivati da postoji razlika između stavova autora i stavova likova.",1,,,
0,"tužitelj tako nastoji poopćiti izolirane fragmente i na silu ih skrpati u jedinstvenu priču o sandri, dok je za nju istina nešto što vrijedi samo u određeno vrijeme i unutar određenih odnosa.",1,,,
0,"ona cijelo vrijeme nastoji pokazati da je istina stvar trenutka i kako bi, da je tužitelj odlučio uzeti neki drugi fragment, koji ne odgovara njegovom narativu, ona bila prikazana u posve drugom svjetlu.",1,,,
0,"sa svim tim na umu, vrlo je značajan razgovor državne službenice i slijepog daniela, sandrinog sina, koji zaključuje da je svaka odluka nužno izmišljanje, što postaje tim zanimljivije jer je on jedini svjedok u čitavom slučaju.",1,,,
0,"moglo bi se tu još štošta reći na pitanje istine, (ne)pouzdanosti, morala i sl., ali pitanja koja film otvara mnogo su brojnija od onoga što se može ovdje obuhvatiti.",1,,,
0,"izdvojio bih samo još jedan element koji naglašava tu igru fikcije i zbilje, a to je da sandru voyter glumi sandra hüller, a samuela maleskog glumi samuel theis, dok svi ostali likovi imaju različita imena od glumaca koji ih igraju.",1,,,
0,"ali film ne čini samo priča, nego način i na koji je prikazana, pa bi se bio red osvrnuti i na taj drugi aspekt filma koji je također u najmanju ruku odlično realiziran.",0,,,
0,"u nekim prijašnjim recenzijama osvrtao sam se na filmove koji su nastojali vjerno dočarati ili svakodnevicu ili ljudske emocije, pa u tome nisu uspijevali, no „anatomiji pada“ to itekako polazi za rukom.",0,,,
0,"ljudski odnosi su gotovo dokumentarno zahvaćeni, bez ikakve pompe ili karikiranih suza.",0,,,
0,"i ne samo to, čak i sudski proces koji je glavni dio filma, napetost gradi dubinskom karakterizacijom likova i njihovih veza, umjesto da se oslanja na jeftine preokrete.",0,,,
0,"kao da gledamo isječak iz života, u svoj svojoj običnosti, kako patnji, tako i sreći.",0,,,
0,"sandra hüller, koja je ove godine i snimila fantastičnu „zonu interesa“, briljira u ulozi.",0,,,
0,"ne bi bilo pošteno reći da nosi film, jer je svatko pružio odličnu performansu, no ona je potpuno srasla sa svojim likom, kao najveći metodički glumci.",0,,,
0,"taj proces identifikacije vjerojatno joj je olakšalo, kao što sam već rekao, da lik stvarno jest skrojen po njoj – i po imenu, i po porijeklu, a vjerojatno i po drugim detaljima koji su mi možda promakli.",0,,,
0,"i čast svim ljudskim glumcima, ali pogled mi je ipak najviše skretao prema messiju, škotskom ovčaru koji zaslužio barem nekakvu slasnu kost, ako slučajno ne postoji nagrada za pseće izvedbe.",0,,,
0,"„anatomija pada“ je, što bi se reklo, došla tiho i ušla u legendu.",0,,,
0,riječ o vrlo slojevitom filmu koji ruši one stereotipe o europskim filmovima kao pretjerano razvučenim i „umjetničkim“.,0,,,
0,"isto je velika pohvala što film ne gubi na vrijednosti jednom kad saznamo kraj, unatoč tome što se baš bazira na neizvjesnosti, pa se može vrlo lako pogledati ponovno.",0,,,
0,drugo gledanje možda i kvalitetnije dopusti da se fokusiramo na slojevitost tema koje se zahvaćaju u filmu jer više nismo opterećeni predviđanjima o raspletu.,0,,,
0,"ali ako niste jedni od onih koji više puta gledaju filmove, i jedno gledanje će vam biti dovoljno da vidite zašto je film pobrao silne lovorike.",0,,,
0,"na površini, anatomija pada pomalo se sramežljivo predstavlja kao čvrsto strukturirana parnička drama.",1,,,
0,"naime, ovdje je riječ o klasičnoj fabuli koja do najmanjih sitnica slijedi sva bitnija pravila naslova koje svrstavamo pod takozvane sudske drame.",1,,,
0,"sukladno konvencijama žanra, i ovdje je riječ o filmu sporijeg tempa koji se snažno oslanja na pedantan scenarij, uvjerljive glumačke izvedbe i neizvjesnost koja ne popušta sve do posljednjeg kadra i sudačke presude.",1,,,
0,"ipak, anatomija pada dobitnik je prestižne filmske nagrade zlatna palma, a osim europske pobjede u cannesu, anatomija je nominirana u nekoliko glavnih kategorija u predstojećoj dodjeli oscara, uključujući i nominaciju za najbolji film.",1,,,
0,"s jedne strane, radnja filma vrti se oko sudskog postupka u kojemu se pokušavaju utvrditi okolnosti koje su dovele do neobične smrti člana jedne obitelji.",1,,,
0,"dok se gledatelj bavi svim uobičajenim narativnim elementima poput unakrsnog ispitivanja, pregledavanja dokaza, neprestanih prevrata i novih zaključaka, anatomija mu suptilno servira i drugu, mnogo intimniju stranu.",1,,,
0,"puno puta citirana, tolstojeva izjava o sretnim i nesretnim obiteljima dobro pristaje anatomiji pada, jer osim potencijalnog ubojstva, do najsitnijih detalja propitkuju se brak jedne osebujne obitelji i žena koja je odlučila živjeti izvan zadanih društvenih okvira.",1,,,
0,"kroz čitavo suđenje, glavna protagonistica uporno će naglašavati kako svi izneseni dokazi i teorije koje se uz njih vežu ne postoje kao cjelina, već kao puki djelić kompleksnog i višegodišnjeg odnosa dvoje ljudi koji su izgubljeni u svojim svakodnevicama.",1,,,
0,"anatomija pada secira ne samo kobni fizički pad čiji se uzrok mora razjasniti, nego i emocionalni te moralni pad bračnog para koji nije znao kako ponovno pronaći ljubav u moru vlastitih strahova, zatomljenog bijesa i nedosanjanih snova koje su nakupili tijekom života.",1,,,
0,"sandra (sandra hüller) i njezin muž samuel (samuel theis) žive u okolici francuskog grenobla, gdje su se preselili kako bi lakše brinuli o svom maloljetnom sinu danielu (milo machado-graner), ali i u nadi da će planinski zrak pozitivno utjecati na samuelovu spisateljsku blokadu.",1,,,
0,"njihov jedanaestogodišnji sin daniel doživio je nezgodu zbog koje je trajno izgubio vid, a da stvari budu gore, jedan od roditelja osjeća se krivim za njegovu nesreću, što neprekidno razara njihove bračne odnose.",1,,,
0,"kulminacija obiteljske drame događa se kada daniel, vraćajući se iz šetnje, ispod prozora nabasa na beživotno očevo tijelo.",1,,,
0,"samo nekoliko trenutaka prije no što je izveo obiteljskog psa, daniel je čuo svoga oca kako na balkonu izvodi radove.",1,,,
0,"s obzirom na neobičan položaj tijela i druge okolnosti zbog kojih policija nije sa sigurnošću uspjela ustvrditi kako se radi o nesretnom slučaju, sandra postaje glavni osumnjičenik za ubojstvo svog partnera.",1,,,
0,"uplašena i zabrinuta, sandra u pomoć doziva vincenta (swann arlaud), bliskog prijatelja i odvjetnika.",1,,,
0,"slučaj uskoro završava na sudu, a suđenje za ubojstvo pretvorit će se u maliciozno i krajnje neugodno iskustvo za sandru, koja će biti secirana i (pr)osuđivana u svim svojim životnim ulogama.",1,,,
0,"ova intelektualna obitelj sve je samo ne obična, no njihov prljavi veš gledatelj će razotkrivati postepeno tijekom cijelog filma, upravo ne bi li, baš poput porote, neprestano mijenjao svoje mišljenje o slučaju.",1,,,
0,"jedna od stvari na kojoj je francuska redateljica i scenaristica justine triet opetovano inzistirala je nedorečenost glede sandrine krivice, pri čemu je navodno išla toliko daleko da ni glumcima na setu nije htio otkriti pravi uzrok samuelove smrti.",1,,,
0,"ovakav pristup, osim što djeluje kao izvrstan marketing, gledatelja iz pasivnog promatrača pretvara u aktivnog sudionika rasprave i daje mu svu nadmoć potrebnu za donošenje vlastitog suda koji može trajno obilježiti sandru.",0,,,
